NAMING STYLE,1188,91.2
GRAMMATICAL STRUCTURE,1131,86.9
VERB PHRASE,632,48.5
DICTIONARY TERMS,1144,87.9
FULL WORDS,1135,87.2
LENGTH,1300,99.8
ABBREVIATIONS,24,38.1
ACRONYMS,3,4.8
