NAMING STYLE,1697,90.7
GRAMMATICAL STRUCTURE,1698,90.7
VERB PHRASE,941,50.3
DICTIONARY TERMS,1723,92.0
FULL WORDS,1603,85.6
LENGTH,1865,99.6
ABBREVIATIONS,19,38.8
ACRONYMS,2,4.1
