NAMING STYLE,1219,95.8
GRAMMATICAL STRUCTURE,1044,82.0
VERB PHRASE,678,53.3
DICTIONARY TERMS,1077,84.6
FULL WORDS,1245,97.8
LENGTH,1273,100.0
ABBREVIATIONS,7,20.6
ACRONYMS,1,2.9
