NAMING STYLE,82,90.1
GRAMMATICAL STRUCTURE,82,90.1
VERB PHRASE,27,29.7
DICTIONARY TERMS,81,89.0
FULL WORDS,91,100.0
LENGTH,91,100.0
ABBREVIATIONS,2,33.3
ACRONYMS,2,33.3
