NAMING STYLE,1105,91.4
GRAMMATICAL STRUCTURE,1047,86.6
VERB PHRASE,643,53.2
DICTIONARY TERMS,1069,88.4
FULL WORDS,1041,86.1
LENGTH,1207,99.8
ABBREVIATIONS,15,23.4
ACRONYMS,5,7.8
