NAMING STYLE,10,100.0
GRAMMATICAL STRUCTURE,2,20.0
VERB PHRASE,7,70.0
DICTIONARY TERMS,2,20.0
FULL WORDS,10,100.0
LENGTH,10,100.0
ABBREVIATIONS,0,0.0
ACRONYMS,0,0.0
