NAMING STYLE,3351,63.3
GRAMMATICAL STRUCTURE,3017,57.0
VERB PHRASE,1476,27.9
DICTIONARY TERMS,3148,59.4
FULL WORDS,4685,88.4
LENGTH,5293,99.9
ABBREVIATIONS,299,66.9
ACRONYMS,7,1.6
