fetch,27,44.3,11.6,69
flexsearch,187,38.9,9.0,27
floatui,0,0.0,4.3,6
flowy,35,46.7,8.0,5
flutter-in-action,156,18.9,7.9
100,undefined
flux,271,59.2,11.0,100
flv.js,15,60.0,10.0,14
framework7,599,69.8,10.1,100
fuite,247,55.1,9.3,3
fullPage.js,728,49.9,10,100
Functional-Light-JS,31,63.3,9.7,30
gatsby,1106,57.1,10.2,100
genshin-wish-export,3103,23.9,6.5,24
git-history,57,75.0,9.2
17,undefined
gitbook,401,76.7,11.8,82
gitfolio,13,92.9,7.7,20
github-do-not-ban-us,7,35.0,7.8,100
github-profile-readme-generator,2,33.3,5.9,83
github-readme-stats,49,76.6,6.1,100
gluon,17,89.5,5.0,10
gogocode,197,47.8,8.5,13
gpt-ai-assistant,52,92.9,8.0,4
gridstudio,2369,41.1,8.7,11
gulp,4,80.0,11,100
gun,1148,43.2,10.4,100
hackathon-starter,62,87.3,10.3,100
hashlips_art_engine,2,66.7,6.3,10
headless-recorder,9,60.0,9.0
21,undefined
heroicons,5,62.5,8.9,28
homepage,16,41.0,7.0,100
How-To-Ask-Questions-The-Smart-Way,0,10000.0,7.0,49
howtheysre,1,100.0,7.4,36
htmx,71871,58.2,10.7,100
hyperapp,3,27.3,10.5,100
I-Still-Dont-Care-About-Cookies,11,47.8,6.8,13
icons,5,83.3,8.5,41
immer,5,83.3,10.2,100
ios_rule_script,98,48.3,5.9,8
iRingo,41,69.5,6.5,11
javascript-algorithms,124,46.8,6.9,100
JavaScript-Course-by-Clever-Programmer-,72,77.4,9.0,1
javascript-interview-questions,2,16.7,6.1,86
JavaScript,262,44.8,5.5,100
jira_clone,32,76.2,11.0,1
js-cookie,8,88.9,10.3,53
json-server,16,40.0,10.7,70
kit,183,37.7,8.3,100
koa,13,50.0,11,100
kodluyoruz-frontend-101-egitimi,1119,56.4,3.7,3
konsta,63,37.5,8.2,13
koodo-reader,2647,52.7,5.8,10
lax.js,36,40.4,8.9
14,undefined
layui,632,48.5,7.2,44
lazysizes,250,51.3,12.1,45
leetcode-patterns,4,30.8,6.1
25,undefined
leetcode,18,66.7,6.7,76
lenis,127,45.0,6.8,18
leonsans,68,46.9,8.5,2
lexical,360,68.2,7.8,100
lifeRestart,10426,67.1,6.7,31
lighthouse-ci,71,76.3,9.7,100
lighthouse,2197,38.7,10.2,100
lingo3d,8964,77.1,4.0,5
live,944,61.9,5.5,2
localForage,375,37.2,11.3,95
lossless-cut,116,81.1,6.9,94
lottie-web,10296,60.2,9.2,84
luban-h5,26,59.1,6.8,11
Luckysheet,683,33.0,6.3,74
macintosh.js,877,26.1,9.4,14
MagicMirror,98,54.7,9.0,100
magnetW,56,72.7,7.0,3
markdown-it,365,57.2,10.9,73
marko,678,53.3,9.9,100
marktext,643,53.2,8.5,100
materialize,673,53.1,10.3,100
material,1480,65.3,10.8,100
matter-js,941,50.3,11.1,24
mdx-deck,39,66.1,10.2
61,undefined
mdx,38,59.4,9.9,100
mermaid,376,70.5,8.5,100
metrics,0,0.0,6.5,55
microdiff,0,0.0,5.6,7
minter-dapp,1255,32.5,5.0,2
mithril.js,279,55.1,11.1,100
monaco-editor,56,76.7,9.3,100
mostly-adequate-guide,78,63.9,10.4,100
motionity,560,51.8,9.3,3
Motrix,64,80.0,6.7
67,undefined
mpvue,3791,61.0,10.4,100
nanoid,7,38.9,9.6,100
ncc,52,37.4,9.8
56,undefined
ndb,27,69.2,10.7
11,undefined
NeteaseCloudMusicApi,90,19.2,6.9,84
next.js,565,38.0,9.6,100
nginx-proxy-manager,27,29.7,8.6,100
nginxconfig.io,10,62.5,7.8,48
nightmare,132,32.8,11.4,100
node-elm,358,23.0,6.5,4
node-express-boilerplate,29,76.3,6.9,17
node-express-course,1761,27.4,5.0,1
node-lessons,117,39.1,9.7,19
node,29617,54.4,10.9,100
normalizr,9,69.2,10.9,55
notion-zh_CN,11,50.0,8.0,2
NotionNext,140,45.6,5.6,40
nprogress,19,70.4,12,33
nylas-mail,599,26.0,10.9,89
octotree,173,45.6,10.8,65
odoo,11448,64.7,8.1,100
omni,308,43.8,7.2,12
openai-quickstart-node,2,66.7,6.6,8
OpenAPI-Specification,2,66.7,11.4,100
OpenLens,0,0.0,10.3,11
openzeppelin-contracts,88,70.4,8.8,100
PairDrop,80,33.3,7.2,65
PapaParse,219,43.1,11.0,100
parcel,223,23.5,9.8,100
parse-server,359,66.7,10.3,100
particles.js,45,48.4,11.5,13
pell,25,52.1,9.6,5
pipedream,41454,83.9,7.8,100
pkg,153,43.8,9.5,67
plyr,45,53.6,9.7,100
popmotion,69,43.4,10.5,57
portfolio_website,1,9.1,5.0,2
pose-animator,28,63.6,NaN,0
postcat,121,57.3,6.0,10
preact,300,35.2,10.5,100
preguntas-entrevista-react,4,57.1,5.2,38
preline,28,6.5,6.7,9
prettier-plugin-tailwindcss,1,100.0,9.5,22
prettier,347,44.1,10.8,100
project_3D_developer_portfolio,2,40.0,6.0,1
project_syncfusion_dashboard,1,12.5,4.5,2
project_web3.0,2,66.7,5.5,2
pulsar,1006,70.6,11.1,100
QQFlacMusicDownloader,288,19.4,4.8,6
quasar,847,74.8,8.4,100
quicklink,10,55.6,10.1
35,undefined
react-beautiful-dnd,3,60.0,9.4,100
react-boilerplate,57,43.8,10.6,100
react-developer-roadmap,1,100.0,8.0,15
react-grid-layout,2,66.7,9.6,100
react-helmet,2,50.0,10.8,58
react-loadable,7,58.3,10.1,85
react-motion,15,71.4,11.6,68
react-native-web,84,34.6,10.3,100
react-testing-library,25,56.8,9.8,100
react-virtualized,91,52.6,10.8,100
react-window,28,33.7,10.5,31
reactjs-interview-questions,5,71.4,7.1,91
react,1,33.3,8.4,100
readme-md-generator,13,34.2,8.6,24
readme.so,17,56.7,5.8,55
RealChar,78,72.9,6.3,34
Recoil,1,12.5,9.5,99
redux-saga,330,43.0,10.7,100
ReLaXed,15,46.9,10.4,16
remote-jobs,1,25.0,7.2,100
responsively-app,78,43.3,6.6,78
return-youtube-dislike,14,93.3,5.4,100
revanced-builder,50,84.7,5.1,36
rollup,1674,39.4,10.5,100
RSSHub,572,13.4,7.1,100
scalene,22,75.9,8.2,40
Script,89,56.3,5.5,26
scrollreveal,86,51.2,10.5,10
semantic-release,17,65.4,9.8,100
serverless,337,62.6,10.7,100
shadowrocket-rules,4,66.7,10.0,2
sharp,258,31.3,10,100
shepherd,29,29.9,10.0,94
slash,5,100.0,4.9,60
slick,112,62.9,11.3,100
snapdrop,13,56.5,7.4,42
snowpack,205,41.8,10.2
100,undefined
social-analyzer,34,89.5,6.2,17
Sortable,605,67.6,10.8,100
spicetify-cli,37,74.0,6.4
83,undefined
spug,190,72.8,6.3,8
stitches,80,53.7,9.7,49
strapi,1091,58.2,8.3,100
style2paints,8928,56.2,9.3,8
superagent,92671,54.4,7.1,21
svelte,605,67.4,9.8,100
SysMocap,387,63.5,9.0,1
tailblocks,15,7.6,6.1,7
techxuexi-js,41,89.1,4.2,9
terminalizer,42,71.2,9.3
8,undefined
tesseract.js,10,25.6,9.3,73
the-super-tiny-compiler,3,33.3,10.4,5
tips,3,100.0,10.0,68
ToolJet,341,79.1,6.0,100
trilium,6517,57.5,8.5,92
trix,100,60.2,12,53
tsdx,1,11.1,10.0
85,undefined
turbo,19,79.2,11.2,92
TwitchAdSolutions,10,90.9,7.5,6
uBlock,1650,61.9,10.1,100
uFuzzy,523,34.7,9.3,3
umami,133,62.1,8.0,100
UnblockNeteaseMusic,57,48.3,7.8,9
uni-app,16486,52.0,6.4
100,undefined
unlighthouse,1,33.3,7.5,13
uPlot,85,54.5,10.0,38
uppy,202,71.4,10.0,100
uptime-kuma,112,63.6,7.1,100
vanillawebprojects,68,86.1,7.3,19
vant-weapp,137,62.8,7.3,100
van,169,66.0,6.5,10
velocity,499,45.4,11.5,44
vivus,59,45.0,10.6,22
Voyager,123,54.7,8.3,12
vue-admin-template,19,76.0,8.1,11
vue-cli,502,67.9,9.3,100
vue-router,666,61.4,10.0,100
Vue.Draggable,204,46.9,10.3,29
vuepress,117,58.8,9.3,100
vuex,87,60.0,10.0,100
WantWords,17,30.4,6.5,2
WatermelonDB,68,52.3,8.7
100,undefined
Web-Dev-For-Beginners,84,42.0,6.0,100
web-vitals,11,57.9,10.7,23
WebFundamentals,1476,27.9,11.3,100
WebGL-Fluid-Simulation,42,31.8,7.0,1
WebGPT,15,60.0,8.3,7
webpack-dashboard,15,38.5,10.2,49
webtorrent,38,66.7,9.9,100
wechat-app-mall,639,47.5,8.5,24
wechat-bot,1,100.0,5.7,10
WeChatVideoDownloader,7,100.0,8.0,1
wekan,2215,51.7,8.8,100
wepy,563,58.9,8.8,100
whatsapp-web.js,246,50.9,6.6
84,undefined
why-did-you-render,56,36.8,8.7
27,undefined
wifi-card,0,0.0,8.0,44
win11React,11,39.3,3.4,39
win12,42,23.6,2.8,16
winbox,89,66.4,8.3,7
windmill,3,9.4,8.5,46
wouter,30,60.0,9.3,33
x-spreadsheet,463,26.7,8.3
28,undefined
x-ui,2549,37.2,5.8,5
yapi,8349,25.5,8.1,76
yarn,125,53.4,11.7,100
You-Dont-Need-jQuery,0,0.0,10.1,82
You-Dont-Need-Lodash-Underscore,13,43.3,10.1,100
You-Dont-Need-Momentjs,2,28.6,10.3
37,undefined
zdog,374,68.2,10.2
5,undefined
ZeroNet,2634,53.3,9.3,100
zx,2,66.7,9.4,43
