30-Days-Of-React,0,0.0,6.3,8
500lines,4,3.6,12.1,56
a1111-sd-webui-tagcomplete,0,0.0,5.5,20
absurd-sql,0,0.0,11.5,4
Administrative-divisions-of-China,1,33.3,8.6,7
aframe,7,2.9,10.5,100
AgentVerse,5,4.2,5.2,10
algorithm-visualizer,0,0.0,8.5,24
aliyundriveDailyCheck,0,0.0,7.0,5
amazeui,1,2.2,10.2,24
amphtml,12,2.1,10.0,100
anime,2,7.7,10.3,43
AnotherRedisDesktopManager,0,0.0,7.0,27
anything-llm,1,25.0,10.3,15
aos,0,0.0,9.7,18
apexcharts.js,5,4.5,7.9,100
atrilabs-engine,2,1.1,3.8,18
audiobookshelf,6,3.8,7.7,80
Auto-GPT,10,1.1,7.5,100
automerge-classic,0,0.0,11.3,60
AutoPiano,1,2.0,9.0,1
ava,0,0.0,10.7,100
Awesome-Design-Tools,1,20.0,8.7,100
axios,1,3.2,9.8,100
backend-GPT,0,0.0,4.5,4
beautiful-react-hooks,1,33.3,8.2,48
BioDrop,1,20.0,3.2,100
bluebird,3,4.6,12,100
BoostNote-Legacy,3,11.1,8.9,100
BrasilAPI,0,0.0,7.0,64
browser-fingerprinting,0,0.0,8.3,3
browser-sync,3,4.3,11.4,88
bud,0,0.0,7.6,15
bypass-paywalls-chrome,1,50.0,9.3,51
carbon,3,15.0,8.8,100
carlo,1,14.3,10.2,20
chalk,1,25.0,11,56
charts,0,0.0,8.1,48
ChatALL,0,0.0,7.1,27
chatGPTBox,1,50.0,6.2,20
chinese-independent-blogs,0,0.0,6.2,100
chinese-poetry,0,0.0,7.5,54
chinese-programmer-wrong-pronunciation,0,0.0,8.7,83
ChineseBQB,3,4.3,5.8,22
ChromeAppHeroes,14,2.5,8.7,3
Cider,11,3.0,5.3,96
city-roads,1,20.0,13.0,1
Clash-for-Windows_Chinese,0,0.0,2.0,1
Clash_Chinese_Patch,1,7.1,5.3,3
cleave.js,0,0.0,10.0,67
clipboard.js,0,0.0,10.8,53
cnn-explainer,0,0.0,8.0,5
core-js,0,0.0,10,100
covid19india-react,0,0.0,8.1,100
create-react-app,1,5.6,11.0,100
CyberChef,0,0.0,9.1,100
cypress,4,4.4,9.3,100
d2-admin,5,2.8,8.2,18
dayjs,2,18.2,9.0,100
decap-cms,3,14.3,9.5,100
DeepLearning-500-questions,2,9.5,7.2,100
dev-sidecar,3,15.0,7.7,3
diffusionbee-stable-diffusion-ui,1,12.5,8.9,17
docsify,1,7.1,8.9,100
docs,3,7.7,7.5,100
dotenv,0,0.0,10,71
downshift,0,0.0,10.0,100
draft-js,0,0.0,11.3,100
draggable,0,0.0,9.3,43
dragula,0,0.0,11.0,32
drawio-desktop,0,0.0,9.7,12
drawio,13,3.0,9.7,31
drei,2,0.8,8.5,100
duelyst,4,2.1,7.2,10
dva,0,0.0,9.3,87
easydiffusion,4,6.6,7.8,40
EasySpider,3,3.1,6.8,5
ecommerce_sanity_stripe,7,3.9,6.0,1
edex-ui,3,5.7,7.2,58
egg,3,30.0,9.8,100
eleventy,2,20.0,10.3,81
emotion,0,0.0,10.1,100
enzyme,0,0.0,10.4,100
eruda,0,0.0,8.8,16
es6tutorial,2,5.1,8.1,100
ethereumbook,0,0.0,8.8,100
evergreen,1,5.0,8.9,100
Fakeflix,0,0.0,5.0,2
fastify,2,11.8,9.5,100
feather,0,0.0,8.2,42
fetch,1,33.3,11.6,69
flexsearch,0,0.0,9.0,27
flowy,0,0.0,8.0,5
flutter-in-action,0,0.0,7.9,100
flux,0,0.0,11.0,100
flv.js,0,0.0,10.0,14
framework7,2,5.1,10.1,100
fuite,2,9.1,9.3,3
fullPage.js,2,2.3,10,100
Functional-Light-JS,0,0.0,9.7,30
gatsby,4,4.4,10.2,100
genshin-wish-export,6,1.4,6.5,24
git-history,0,0.0,9.2,17
gitbook,3,10.3,11.8,82
gitfolio,0,0.0,7.7,20
github-do-not-ban-us,0,0.0,7.8,100
github-readme-stats,0,0.0,6.1,100
gluon,1,25.0,5.0,10
gogocode,0,0.0,8.5,13
gridstudio,4,2.0,8.7,11
gun,4,2.9,10.4,100
hackathon-starter,1,11.1,10.3,100
hashlips_art_engine,0,0.0,6.3,10
heroicons,0,0.0,8.9,28
homepage,1,16.7,7.0,100
htmx,6,3.6,10.7,100
hyperapp,0,0.0,10.5,100
I-Still-Dont-Care-About-Cookies,0,0.0,6.8,13
