30-Days-Of-React,0,0.0,6.3,8
500lines,44,39.6,12.1,56
a1111-sd-webui-tagcomplete,0,0.0,5.5,20
absurd-sql,2,40.0,11.5,4
Administrative-divisions-of-China,2,66.7,8.6,7
aframe,124,51.5,10.5,100
AgentVerse,40,33.9,5.2,10
algorithm-visualizer,0,0.0,8.5,24
aliyundriveDailyCheck,1,50.0,7.0,5
amazeui,15,32.6,10.2,24
amphtml,174,30.2,10.0,100
anime,9,34.6,10.3,43
AnotherRedisDesktopManager,0,0.0,7.0,27
anything-llm,2,50.0,10.3,15
aos,1,100.0,9.7,18
apexcharts.js,49,44.1,7.9,100
atrilabs-engine,108,57.8,3.8,18
audiobookshelf,44,27.5,7.7,80
Auto-GPT,410,44.2,7.5,100
automerge-classic,1,11.1,11.3,60
AutoPiano,22,44.9,9.0,1
ava,0,0.0,10.7,100
Awesome-Design-Tools,1,20.0,8.7,100
axios,12,38.7,9.8,100
backend-GPT,0,0.0,4.5,4
beautiful-react-hooks,2,66.7,8.2,48
BioDrop,1,20.0,3.2,100
bluebird,14,21.5,12,100
BoostNote-Legacy,5,18.5,8.9,100
BrasilAPI,3,16.7,7.0,64
browser-fingerprinting,3,21.4,8.3,3
browser-sync,36,51.4,11.4,88
bud,1,33.3,7.6,15
bypass-paywalls-chrome,1,50.0,9.3,51
carbon,8,40.0,8.8,100
carlo,1,14.3,10.2,20
chalk,2,50.0,11,56
charts,3,23.1,8.1,48
ChatALL,0,0.0,7.1,27
chatGPTBox,2,100.0,6.2,20
chinese-independent-blogs,1,50.0,6.2,100
chinese-poetry,1,50.0,7.5,54
chinese-programmer-wrong-pronunciation,0,0.0,8.7,83
ChineseBQB,40,57.1,5.8,22
ChromeAppHeroes,271,48.7,8.7,3
Cider,179,48.8,5.3,96
city-roads,1,20.0,13.0,1
Clash-for-Windows_Chinese,0,0.0,2.0,1
Clash_Chinese_Patch,3,21.4,5.3,3
cleave.js,6,75.0,10.0,67
clipboard.js,2,100.0,10.8,53
cnn-explainer,1,10.0,8.0,5
core-js,3,5.4,10,100
covid19india-react,1,20.0,8.1,100
create-react-app,3,16.7,11.0,100
CyberChef,0,0.0,9.1,100
cypress,24,26.7,9.3,100
d2-admin,84,47.5,8.2,18
dayjs,5,45.5,9.0,100
decap-cms,5,23.8,9.5,100
DeepLearning-500-questions,4,19.0,7.2,100
dev-sidecar,6,30.0,7.7,3
diffusionbee-stable-diffusion-ui,4,50.0,8.9,17
docsify,3,21.4,8.9,100
