30-Days-Of-React,58,100.0,6.3,8
500lines,1831,99.8,12.1,56
a1111-sd-webui-tagcomplete,14,100.0,5.5,20
absurd-sql,107,100.0,11.5,4
Administrative-divisions-of-China,21,100.0,8.6,7
adrenaline,27,100.0,4.9,7
aframe,6999,99.8,10.5,100
AgentVerse,3265,99.3,5.2,10
AI-Expert-Roadmap,1,100.0,6.8,9
algorithm-visualizer,30,100.0,8.5,24
aliyundriveDailyCheck,8,100.0,7.0,5
amazeui,1689,99.9,10.2,24
amphtml,8603,99.8,10.0,100
anime,1093,99.8,10.3,43
AnotherRedisDesktopManager,15,100.0,7.0
27,undefined
anything-llm,39,100.0,10.3,15
aos,30,100.0,9.7,18
apexcharts.js,2665,99.8,7.9
100,undefined
atrilabs-engine,4664,99.3,3.8,18
audiobookshelf,2176,99.8,7.7,80
Auto-GPT,5638,99.9,7.5,100
automerge-classic,217,100.0,11.3,60
AutoPiano,455,99.3,9.0,1
ava,52,100.0,10.7,100
Awesome-Design-Tools,50,100.0,8.7
100,undefined
awesome-vscode,1,100.0,9.5,100
axios,849,99.1,9.8,100
backend-GPT,20,100.0,4.5,4
beautiful-react-hooks,51,100.0,8.2,48
BioDrop,125,100.0,3.2,100
BITB,33,100.0,4.5,2
bluebird,2180,100.0,12,100
BoostNote-Legacy,439,100.0,8.9,100
BrasilAPI,123,100.0,7.0,64
brave-browser,7,100.0,8.2,86
browser-fingerprinting,76,100.0,8.3,3
browser-sync,1519,99.7,11.4,88
bud,20,100.0,7.6,15
bypass-paywalls-chrome,20,90.9,9.3,51
carbon,205,100.0,8.8,100
carlo,39,100.0,10.2
20,undefined
chalk,6,100.0,11,56
chart.xkcd,8,100.0,8.4,15
charts,177,98.9,8.1,48
ChatALL,4,100.0,7.1,27
chatgpt-chrome-extension,2,100.0,6.7,6
chatGPTBox,7,100.0,6.2,20
chinese-independent-blogs,2,100.0,6.2,100
chinese-poetry,24,100.0,7.5,54
chinese-programmer-wrong-pronunciation,36,100.0,8.7,83
ChineseBQB,1263,99.1,5.8,22
ChromeAppHeroes,36459,99.3,8.7
3,undefined
Cider,7342,99.6,5.3,96
city-roads,72,100.0,13.0,1
Clash-for-Windows_Chinese,49,98.0,2.0,1
Clash_Chinese_Patch,278,100.0,5.3,3
classnames,26,100.0,10.8,41
cleave.js,29552,98.4,10.0,67
clipboard.js,97,100.0,10.8,53
cnn-explainer,83,100.0,8.0,5
core-js,1918,100.0,10,100
covid19india-react,37,100.0,8.1,100
create-react-app,176,100.0,11.0,100
CyberChef,17,100.0,9.1,100
cypress,1499,100.0,9.3,100
d2-admin,3976,99.8,8.2,18
dayjs,195,100.0,9.0,100
decap-cms,405,100.0,9.5,100
DeepLearning-500-questions,236,100.0,7.2,100
dev-sidecar,179,100.0,7.7,3
diffusionbee-stable-diffusion-ui,37,100.0,8.9,17
docsify,123,100.0,8.9,100
docs,353,100.0,7.5,100
dotenv,19,100.0,10,71
downshift,61,100.0,10.0,100
draft-js,72,100.0,11.3,100
draggable,96,100.0,9.3,43
dragula,331,98.8,11.0,32
drawio-desktop,2,100.0,9.7,12
drawio,61451,99.8,9.7,31
drei,1213,97.5,8.5,100
duelyst,7242,99.4,7.2,10
dva,68,100.0,9.3,87
easydiffusion,826,99.4,7.8,40
EasySpider,4477,99.9,6.8,5
ecommerce_sanity_stripe,9273,99.4,6.0,1
edex-ui,958,100.0,7.2,58
egg,324,100.0,9.8,100
eleventy,179,100.0,10.3,81
