30-Days-Of-React,54,93.1,6.3,8
500lines,1462,79.7,12.1,56
a1111-sd-webui-tagcomplete,12,85.7,5.5,20
absurd-sql,99,92.5,11.5,4
Administrative-divisions-of-China,17,81.0,8.6,7
adrenaline,27,100.0,4.9,7
aframe,5774,82.3,10.5,100
AgentVerse,2916,88.7,5.2,10
AI-Expert-Roadmap,1,100.0,6.8,9
algorithm-visualizer,29,96.7,8.5,24
aliyundriveDailyCheck,5,62.5,7.0,5
amazeui,1468,86.8,10.2,24
amphtml,7005,81.2,10.0,100
anime,966,88.2,10.3,43
AnotherRedisDesktopManager,14,93.3,7.0
27,undefined
anything-llm,30,76.9,10.3,15
aos,26,86.7,9.7,18
apexcharts.js,2265,84.8,7.9
100,undefined
atrilabs-engine,3719,79.2,3.8,18
audiobookshelf,1806,82.8,7.7,80
Auto-GPT,3242,57.4,7.5,100
automerge-classic,183,84.3,11.3,60
AutoPiano,382,83.4,9.0,1
ava,49,94.2,10.7,100
Awesome-Design-Tools,40,80.0,8.7
100,undefined
awesome-vscode,1,100.0,9.5,100
axios,698,81.4,9.8,100
backend-GPT,11,55.0,4.5,4
beautiful-react-hooks,48,94.1,8.2,48
BioDrop,100,80.0,3.2,100
BITB,33,100.0,4.5,2
bluebird,1966,90.2,12,100
BoostNote-Legacy,381,86.8,8.9,100
BrasilAPI,89,72.4,7.0,64
brave-browser,7,100.0,8.2,86
browser-fingerprinting,55,72.4,8.3,3
browser-sync,1361,89.3,11.4,88
bud,16,80.0,7.6,15
bypass-paywalls-chrome,13,59.1,9.3,51
carbon,171,83.4,8.8,100
carlo,34,87.2,10.2
20,undefined
chalk,4,66.7,11,56
chart.xkcd,6,75.0,8.4,15
charts,150,83.8,8.1,48
ChatALL,3,75.0,7.1,27
chatgpt-chrome-extension,2,100.0,6.7,6
chatGPTBox,3,42.9,6.2,20
chinese-independent-blogs,0,0.0,6.2,100
chinese-poetry,21,87.5,7.5,54
chinese-programmer-wrong-pronunciation,27,75.0,8.7,83
ChineseBQB,1039,81.6,5.8,22
ChromeAppHeroes,30316,82.6,8.7
3,undefined
Cider,6110,82.9,5.3,96
city-roads,65,90.3,13.0,1
Clash-for-Windows_Chinese,48,96.0,2.0,1
Clash_Chinese_Patch,247,88.8,5.3,3
classnames,26,100.0,10.8,41
cleave.js,28278,94.1,10.0,67
clipboard.js,87,89.7,10.8,53
cnn-explainer,56,67.5,8.0,5
core-js,1743,90.9,10,100
covid19india-react,30,81.1,8.1,100
create-react-app,142,80.7,11.0,100
CyberChef,14,82.4,9.1,100
cypress,1255,83.7,9.3,100
d2-admin,3402,85.4,8.2,18
dayjs,165,84.6,9.0,100
decap-cms,379,93.6,9.5,100
DeepLearning-500-questions,192,81.4,7.2,100
dev-sidecar,152,84.9,7.7,3
diffusionbee-stable-diffusion-ui,27,73.0,8.9,17
docsify,100,81.3,8.9,100
docs,280,79.3,7.5,100
dotenv,19,100.0,10,71
downshift,50,82.0,10.0,100
draft-js,61,84.7,11.3,100
draggable,89,92.7,9.3,43
dragula,311,92.8,11.0,32
drawio-desktop,0,0.0,9.7,12
drawio,51624,83.8,9.7,31
drei,624,50.2,8.5,100
duelyst,6131,84.2,7.2,10
dva,63,92.6,9.3,87
easydiffusion,695,83.6,7.8,40
EasySpider,4027,89.8,6.8,5
ecommerce_sanity_stripe,8850,94.8,6.0,1
edex-ui,826,86.2,7.2,58
egg,307,94.8,9.8,100
eleventy,164,91.6,10.3,81
EmbedAI,1,100.0,8.0,9
emotion,98,89.9,10.1,100
enzyme,76,85.4,10.4,100
eruda,76,80.0,8.8,16
es6tutorial,350,84.5,8.1,100
ethereumbook,26,96.3,8.8,100
evergreen,689,95.4,8.9,100
evil-huawei,1,100.0,6.2,10
Fakeflix,50,86.2,5.0,2
fastify,442,79.9,9.5,100
feather,2,20.0,8.2,42
fetch,57,93.4,11.6,69
flexsearch,434,90.2,9.0,27
floatui,13,100.0,4.3,6
flowy,75,100.0,8.0,5
flutter-in-action,699,84.7,7.9
100,undefined
flux,437,95.4,11.0,100
flv.js,19,76.0,10.0,14
framework7,735,85.7,10.1,100
fuite,404,90.2,9.3,3
fullPage.js,1176,80.5,10,100
Functional-Light-JS,34,69.4,9.7,30
gatsby,1693,87.4,10.2,100
genshin-wish-export,11034,85.1,6.5,24
git-history,72,94.7,9.2
17,undefined
gitbook,447,85.5,11.8,82
gitfolio,11,78.6,7.7,20
github-do-not-ban-us,15,75.0,7.8,100
github-profile-readme-generator,4,66.7,5.9,83
github-readme-stats,50,78.1,6.1,100
gluon,13,68.4,5.0,10
gogocode,334,81.1,8.5,13
gpt-ai-assistant,56,100.0,8.0,4
gridstudio,5084,88.3,8.7,11
gulp,4,80.0,11,100
gun,2267,85.4,10.4,100
hackathon-starter,56,78.9,10.3,100
hashlips_art_engine,1,33.3,6.3,10
headless-recorder,15,100.0,9.0
21,undefined
heroicons,7,87.5,8.9,28
homepage,33,84.6,7.0,100
How-To-Ask-Questions-The-Smart-Way,1,100.0,7.0,49
howtheysre,1,100.0,7.4,36
htmx,107564,87.2,10.7,100
hyperapp,10,90.9,10.5,100
I-Still-Dont-Care-About-Cookies,19,82.6,6.8,13
icons,6,100.0,8.5,41
immer,5,83.3,10.2,100
ios_rule_script,145,71.4,5.9,8
iRingo,31,52.5,6.5,11
javascript-algorithms,210,79.2,6.9,100
JavaScript-Course-by-Clever-Programmer-,89,95.7,9.0,1
javascript-interview-questions,11,91.7,6.1,86
JavaScript,471,80.5,5.5,100
jira_clone,36,85.7,11.0,1
js-cookie,9,100.0,10.3,53
json-server,34,85.0,10.7,70
kit,457,94.0,8.3,100
koa,24,92.3,11,100
kodluyoruz-frontend-101-egitimi,1751,88.3,3.7,3
konsta,149,88.7,8.2,13
koodo-reader,4201,83.7,5.8,10
lax.js,84,94.4,8.9
14,undefined
layui,1131,86.9,7.2,44
lazysizes,426,87.5,12.1,45
leetcode-patterns,13,100.0,6.1
25,undefined
leetcode,23,85.2,6.7,76
lenis,266,94.3,6.8,18
leonsans,115,79.3,8.5,2
lexical,400,75.8,7.8,100
lifeRestart,12904,83.0,6.7,31
lighthouse-ci,72,77.4,9.7,100
lighthouse,4954,87.3,10.2,100
lingo3d,8019,69.0,4.0,5
live,1248,81.9,5.5,2
localForage,921,91.5,11.3,95
lossless-cut,103,72.0,6.9,94
lottie-web,14517,84.9,9.2,84
luban-h5,34,77.3,6.8,11
Luckysheet,1502,72.6,6.3,74
macintosh.js,378,11.3,9.4,14
MagicMirror,162,90.5,9.0,100
magnetW,70,90.9,7.0,3
markdown-it,541,84.8,10.9,73
marko,1044,82.0,9.9,100
marktext,1047,86.6,8.5,100
materialize,1168,92.1,10.3,100
material,2023,89.2,10.8,100
matter-js,1698,90.7,11.1,24
mdx-deck,59,100.0,10.2
61,undefined
mdx,49,76.6,9.9,100
mermaid,464,87.1,8.5,100
metrics,1,100.0,6.5,55
microdiff,1,100.0,5.6,7
minter-dapp,3391,87.8,5.0,2
mithril.js,441,87.2,11.1,100
monaco-editor,54,74.0,9.3,100
mostly-adequate-guide,103,84.4,10.4,100
motionity,928,85.8,9.3,3
Motrix,67,83.8,6.7
67,undefined
mpvue,5113,82.3,10.4,100
nanoid,11,61.1,9.6,100
ncc,99,71.2,9.8
56,undefined
ndb,34,87.2,10.7
11,undefined
NeteaseCloudMusicApi,420,89.7,6.9,84
next.js,1360,91.5,9.6,100
nginx-proxy-manager,82,90.1,8.6,100
nginxconfig.io,10,62.5,7.8,48
nightmare,341,84.6,11.4,100
node-elm,1363,87.7,6.5,4
node-express-boilerplate,30,78.9,6.9,17
node-express-course,4817,74.8,5.0,1
node-lessons,263,88.0,9.7,19
node,42476,78.0,10.9,100
normalizr,13,100.0,10.9,55
notion-zh_CN,18,81.8,8.0,2
NotionNext,269,87.6,5.6,40
nprogress,22,81.5,12,33
nylas-mail,1331,57.8,10.9,89
octotree,315,83.1,10.8,65
odoo,14782,83.5,8.1,100
omni,596,84.7,7.2,12
openai-quickstart-node,3,100.0,6.6,8
OpenAPI-Specification,3,100.0,11.4,100
OpenLens,1,100.0,10.3,11
openzeppelin-contracts,106,84.8,8.8,100
PairDrop,226,94.2,7.2,65
PapaParse,441,86.8,11.0,100
parcel,819,86.5,9.8,100
parse-server,434,80.7,10.3,100
particles.js,72,77.4,11.5,13
pell,46,95.8,9.6,5
pipedream,42350,85.7,7.8,100
pkg,297,85.1,9.5,67
plyr,73,86.9,9.7,100
popmotion,156,98.1,10.5,57
portfolio_website,9,81.8,5.0,2
pose-animator,36,81.8,NaN,0
postcat,136,64.5,6.0,10
preact,777,91.2,10.5,100
preguntas-entrevista-react,6,85.7,5.2,38
preline,412,95.2,6.7,9
prettier-plugin-tailwindcss,1,100.0,9.5,22
prettier,645,82.0,10.8,100
project_3D_developer_portfolio,5,100.0,6.0,1
project_syncfusion_dashboard,8,100.0,4.5,2
project_web3.0,3,100.0,5.5,2
pulsar,1277,89.7,11.1,100
QQFlacMusicDownloader,1227,82.6,4.8,6
quasar,967,85.4,8.4,100
quicklink,15,83.3,10.1
35,undefined
react-beautiful-dnd,5,100.0,9.4,100
react-boilerplate,125,96.2,10.6,100
react-developer-roadmap,0,0.0,8.0,15
react-grid-layout,3,100.0,9.6,100
react-helmet,4,100.0,10.8,58
react-loadable,12,100.0,10.1,85
react-motion,20,95.2,11.6,68
react-native-web,223,91.8,10.3,100
react-testing-library,42,95.5,9.8,100
react-virtualized,151,87.3,10.8,100
react-window,74,89.2,10.5,31
reactjs-interview-questions,5,71.4,7.1,91
react,3,100.0,8.4,100
readme-md-generator,26,68.4,8.6,24
readme.so,30,100.0,5.8,55
RealChar,98,91.6,6.3,34
Recoil,7,87.5,9.5,99
redux-saga,624,81.4,10.7,100
ReLaXed,21,65.6,10.4,16
remote-jobs,4,100.0,7.2,100
responsively-app,163,90.6,6.6,78
return-youtube-dislike,14,93.3,5.4,100
revanced-builder,45,76.3,5.1,36
rollup,3263,76.7,10.5,100
RSSHub,4073,95.7,7.1,100
scalene,23,79.3,8.2,40
Script,131,82.9,5.5,26
scrollreveal,160,95.2,10.5,10
semantic-release,23,88.5,9.8,100
serverless,453,84.2,10.7,100
shadowrocket-rules,5,83.3,10.0,2
sharp,678,82.3,10,100
shepherd,89,91.8,10.0,94
slash,3,60.0,4.9,60
slick,148,83.1,11.3,100
snapdrop,19,82.6,7.4,42
snowpack,458,93.3,10.2
100,undefined
social-analyzer,33,86.8,6.2,17
Sortable,801,89.5,10.8,100
spicetify-cli,46,92.0,6.4
83,undefined
spug,240,92.0,6.3,8
stitches,110,73.8,9.7,49
strapi,1676,89.4,8.3,100
style2paints,13845,87.1,9.3,8
superagent,107043,62.8,7.1,21
svelte,841,93.7,9.8,100
SysMocap,516,84.7,9.0,1
tailblocks,184,93.4,6.1,7
techxuexi-js,35,76.1,4.2,9
terminalizer,53,89.8,9.3
8,undefined
tesseract.js,37,94.9,9.3,73
the-super-tiny-compiler,8,88.9,10.4,5
tips,2,66.7,10.0,68
ToolJet,371,86.1,6.0,100
trilium,9955,87.8,8.5,92
trix,159,95.8,12,53
tsdx,8,88.9,10.0
85,undefined
turbo,21,87.5,11.2,92
TwitchAdSolutions,10,90.9,7.5,6
uBlock,2243,84.1,10.1,100
uFuzzy,1302,86.3,9.3,3
umami,205,95.8,8.0,100
UnblockNeteaseMusic,111,94.1,7.8,9
uni-app,27030,85.3,6.4
100,undefined
unlighthouse,3,100.0,7.5,13
uPlot,93,59.6,10.0,38
uppy,240,84.8,10.0,100
uptime-kuma,150,85.2,7.1,100
vanillawebprojects,69,87.3,7.3,19
vant-weapp,192,88.1,7.3,100
van,229,89.5,6.5,10
velocity,933,84.8,11.5,44
vivus,111,84.7,10.6,22
Voyager,219,97.3,8.3,12
vue-admin-template,21,84.0,8.1,11
vue-cli,615,83.2,9.3,100
vue-router,964,88.8,10.0,100
Vue.Draggable,415,95.4,10.3,29
vuepress,174,87.4,9.3,100
vuex,140,96.6,10.0,100
WantWords,12,21.4,6.5,2
WatermelonDB,122,93.8,8.7
100,undefined
Web-Dev-For-Beginners,181,90.5,6.0,100
web-vitals,16,84.2,10.7,23
WebFundamentals,3017,57.0,11.3,100
WebGL-Fluid-Simulation,113,85.6,7.0,1
WebGPT,21,84.0,8.3,7
webpack-dashboard,37,94.9,10.2,49
webtorrent,48,84.2,9.9,100
wechat-app-mall,994,73.8,8.5,24
wechat-bot,0,0.0,5.7,10
WeChatVideoDownloader,7,100.0,8.0,1
wekan,3460,80.7,8.8,100
wepy,769,80.4,8.8,100
whatsapp-web.js,408,84.5,6.6
84,undefined
why-did-you-render,138,90.8,8.7
27,undefined
wifi-card,2,100.0,8.0,44
win11React,23,82.1,3.4,39
win12,146,82.0,2.8,16
winbox,122,91.0,8.3,7
windmill,31,96.9,8.5,46
wouter,47,94.0,9.3,33
x-spreadsheet,1260,72.7,8.3
28,undefined
x-ui,5589,81.5,5.8,5
yapi,29408,89.9,8.1,76
yarn,205,87.6,11.7,100
You-Dont-Need-jQuery,1,100.0,10.1,82
You-Dont-Need-Lodash-Underscore,28,93.3,10.1,100
You-Dont-Need-Momentjs,7,100.0,10.3
37,undefined
zdog,508,92.7,10.2
5,undefined
ZeroNet,4381,88.7,9.3,100
zx,1,33.3,9.4,43
