NAMING STYLE,1241,79.9
GRAMMATICAL STRUCTURE,1363,87.7
VERB PHRASE,358,23.0
DICTIONARY TERMS,1377,88.6
FULL WORDS,739,47.6
LENGTH,1541,99.2
ABBREVIATIONS,69,67.6
ACRONYMS,1,1.0
