NAMING STYLE,1114,82.8
GRAMMATICAL STRUCTURE,994,73.8
VERB PHRASE,639,47.5
DICTIONARY TERMS,963,71.5
FULL WORDS,1082,80.4
LENGTH,1342,99.7
ABBREVIATIONS,54,41.9
ACRONYMS,3,2.3
