NAMING STYLE,208,95.4
GRAMMATICAL STRUCTURE,192,88.1
VERB PHRASE,137,62.8
DICTIONARY TERMS,204,93.6
FULL WORDS,202,92.7
LENGTH,218,100.0
ABBREVIATIONS,3,42.9
ACRONYMS,1,14.3
