NAMING STYLE,1664,76.3
GRAMMATICAL STRUCTURE,1966,90.2
VERB PHRASE,1362,62.5
DICTIONARY TERMS,2010,92.2
FULL WORDS,1988,91.2
LENGTH,2180,100.0
ABBREVIATIONS,14,21.5
ACRONYMS,3,4.6
