1,128
2,71
3,4
4,16
5,35
6,41
7,25
8,20
9,18
10,43
11,15
12,31
13,15
14,15
15,4
16,11
18,1
20,2
21,1
22,2
23,1
24,2
25,2
27,2
31,1
44,2
