NAMING STYLE,65,91.5
GRAMMATICAL STRUCTURE,56,78.9
VERB PHRASE,62,87.3
DICTIONARY TERMS,60,84.5
FULL WORDS,69,97.2
LENGTH,71,100.0
ABBREVIATIONS,2,22.2
ACRONYMS,1,11.1
