1,110
2,90
3,11
4,71
5,39
6,36
7,109
8,51
9,81
10,44
11,64
12,54
13,39
14,72
15,28
16,18
17,40
18,57
19,18
20,7
21,11
22,6
24,4
25,2
28,5
30,7
31,11
