NAMING STYLE,853,78.9
GRAMMATICAL STRUCTURE,928,85.8
VERB PHRASE,560,51.8
DICTIONARY TERMS,921,85.2
FULL WORDS,781,72.2
LENGTH,1075,99.4
ABBREVIATIONS,11,22.0
ACRONYMS,4,8.0
