NAMING STYLE,34,91.9
GRAMMATICAL STRUCTURE,27,73.0
VERB PHRASE,22,59.5
DICTIONARY TERMS,28,75.7
FULL WORDS,35,94.6
LENGTH,37,100.0
ABBREVIATIONS,4,50.0
ACRONYMS,1,12.5
