NAMING STYLE,1070,97.5
GRAMMATICAL STRUCTURE,875,79.8
VERB PHRASE,620,56.5
DICTIONARY TERMS,931,84.9
FULL WORDS,1071,97.6
LENGTH,1097,100.0
ABBREVIATIONS,10,40.0
ACRONYMS,1,4.0
