NAMING STYLE,387,86.4
GRAMMATICAL STRUCTURE,404,90.2
VERB PHRASE,247,55.1
DICTIONARY TERMS,415,92.6
FULL WORDS,446,99.6
LENGTH,447,99.8
ABBREVIATIONS,7,31.8
ACRONYMS,2,9.1
