1,6149
2,1695
3,488
4,555
5,541
6,714
7,873
8,413
9,231
10,320
11,248
12,194
13,167
14,95
15,62
16,49
17,44
18,35
19,13
20,29
21,13
22,10
23,3
24,5
25,4
26,10
27,4
28,4
29,2
31,1
