NAMING STYLE,11363,87.6
GRAMMATICAL STRUCTURE,11034,85.1
VERB PHRASE,3103,23.9
DICTIONARY TERMS,11142,85.9
FULL WORDS,6420,49.5
LENGTH,12914,99.6
ABBREVIATIONS,233,55.0
ACRONYMS,6,1.4
