NAMING STYLE,125,40.7
GRAMMATICAL STRUCTURE,269,87.6
VERB PHRASE,140,45.6
DICTIONARY TERMS,275,89.6
FULL WORDS,295,96.1
LENGTH,307,100.0
ABBREVIATIONS,5,19.2
ACRONYMS,2,7.7
