20157,1113,./parser/test_scripts/lottie-web/build/player/lottie.js
2,851,./parser/test_scripts/lottie-web/build/player/lottie.min.js
18244,1025,./parser/test_scripts/lottie-web/build/player/lottie_canvas.js
2,773,./parser/test_scripts/lottie-web/build/player/lottie_canvas.min.js
21197,1146,./parser/test_scripts/lottie-web/build/player/lottie_canvas_worker.js
15,867,./parser/test_scripts/lottie-web/build/player/lottie_canvas_worker.min.js
18171,1001,./parser/test_scripts/lottie-web/build/player/lottie_html.js
2,759,./parser/test_scripts/lottie-web/build/player/lottie_html.min.js
12839,710,./parser/test_scripts/lottie-web/build/player/lottie_light.js
2,511,./parser/test_scripts/lottie-web/build/player/lottie_light.min.js
14871,825,./parser/test_scripts/lottie-web/build/player/lottie_light_canvas.js
2,605,./parser/test_scripts/lottie-web/build/player/lottie_light_canvas.min.js
14212,776,./parser/test_scripts/lottie-web/build/player/lottie_light_html.js
2,568,./parser/test_scripts/lottie-web/build/player/lottie_light_html.min.js
16798,935,./parser/test_scripts/lottie-web/build/player/lottie_svg.js
2,702,./parser/test_scripts/lottie-web/build/player/lottie_svg.min.js
21197,1146,./parser/test_scripts/lottie-web/build/player/lottie_worker.js
15,867,./parser/test_scripts/lottie-web/build/player/lottie_worker.min.js
6,416,./parser/test_scripts/lottie-web/demo/banner/data.js
6,416,./parser/test_scripts/lottie-web/demo/catrim/data.js
1,0,./parser/test_scripts/lottie-web/demo/grunt/data.js
158,9,./parser/test_scripts/lottie-web/player/js/3rd_party/BezierEaser.js
6,29,./parser/test_scripts/lottie-web/player/js/3rd_party/howler.js
238,14,./parser/test_scripts/lottie-web/player/js/3rd_party/seedrandom.js
450,30,./parser/test_scripts/lottie-web/player/js/3rd_party/transformation-matrix.js
810,51,./parser/test_scripts/lottie-web/player/js/animation/AnimationItem.js
158,8,./parser/test_scripts/lottie-web/player/js/animation/AnimationItemWorkerOverride.js
249,25,./parser/test_scripts/lottie-web/player/js/animation/AnimationManager.js
202,22,./parser/test_scripts/lottie-web/player/js/animation/AnimationManagerWorkerOverride.js
6,1,./parser/test_scripts/lottie-web/player/js/effects/EffectsManagerPlaceholder.js
38,8,./parser/test_scripts/lottie-web/player/js/effects/SliderEffect.js
45,3,./parser/test_scripts/lottie-web/player/js/effects/TransformEffect.js
84,3,./parser/test_scripts/lottie-web/player/js/EffectsManager.js
103,13,./parser/test_scripts/lottie-web/player/js/elements/AudioElement.js
79,1,./parser/test_scripts/lottie-web/player/js/elements/BaseElement.js
5,1,./parser/test_scripts/lottie-web/player/js/elements/BaseTextElement.js
171,1,./parser/test_scripts/lottie-web/player/js/elements/canvasElements/CVBaseElement.js
12,1,./parser/test_scripts/lottie-web/player/js/elements/canvasElements/CVCompBaseElement.js
58,4,./parser/test_scripts/lottie-web/player/js/elements/canvasElements/CVCompElement.js
240,19,./parser/test_scripts/lottie-web/player/js/elements/canvasElements/CVContextData.js
51,4,./parser/test_scripts/lottie-web/player/js/elements/canvasElements/CVEffects.js
59,4,./parser/test_scripts/lottie-web/player/js/elements/canvasElements/CVImageElement.js
73,3,./parser/test_scripts/lottie-web/player/js/elements/canvasElements/CVMaskElement.js
522,21,./parser/test_scripts/lottie-web/player/js/elements/canvasElements/CVShapeElement.js
31,2,./parser/test_scripts/lottie-web/player/js/elements/canvasElements/CVSolidElement.js
245,3,./parser/test_scripts/lottie-web/player/js/elements/canvasElements/CVTextElement.js
10,1,./parser/test_scripts/lottie-web/player/js/elements/canvasElements/effects/CVTransformEffect.js
108,8,./parser/test_scripts/lottie-web/player/js/elements/CompElement.js
48,7,./parser/test_scripts/lottie-web/player/js/elements/FootageElement.js
55,1,./parser/test_scripts/lottie-web/player/js/elements/helpers/FrameElement.js
53,1,./parser/test_scripts/lottie-web/player/js/elements/helpers/HierarchyElement.js
73,1,./parser/test_scripts/lottie-web/player/js/elements/helpers/RenderableDOMElement.js
88,1,./parser/test_scripts/lottie-web/player/js/elements/helpers/RenderableElement.js
34,1,./parser/test_scripts/lottie-web/player/js/elements/helpers/shapes/CVShapeData.js
7,1,./parser/test_scripts/lottie-web/player/js/elements/helpers/shapes/ProcessedElement.js
6,1,./parser/test_scripts/lottie-web/player/js/elements/helpers/shapes/ShapeElement.js
10,1,./parser/test_scripts/lottie-web/player/js/elements/helpers/shapes/ShapeGroupData.js
62,1,./parser/test_scripts/lottie-web/player/js/elements/helpers/shapes/ShapeTransformManager.js
240,8,./parser/test_scripts/lottie-web/player/js/elements/helpers/shapes/SVGElementsRenderer.js
19,1,./parser/test_scripts/lottie-web/player/js/elements/helpers/shapes/SVGFillStyleData.js
101,4,./parser/test_scripts/lottie-web/player/js/elements/helpers/shapes/SVGGradientFillStyleData.js
21,1,./parser/test_scripts/lottie-web/player/js/elements/helpers/shapes/SVGGradientStrokeStyleData.js
16,1,./parser/test_scripts/lottie-web/player/js/elements/helpers/shapes/SVGNoStyleData.js
29,2,./parser/test_scripts/lottie-web/player/js/elements/helpers/shapes/SVGShapeData.js
22,1,./parser/test_scripts/lottie-web/player/js/elements/helpers/shapes/SVGStrokeStyleData.js
