1,1699
2,330
3,246
4,603
5,338
6,421
7,941
8,641
9,793
10,812
11,1719
12,1258
13,1407
14,814
15,675
16,824
17,514
18,959
19,372
20,458
21,156
22,341
23,365
24,152
25,37
26,57
27,48
28,62
29,7
31,17
33,23
