NAMING STYLE,76,95.0
GRAMMATICAL STRUCTURE,67,83.8
VERB PHRASE,64,80.0
DICTIONARY TERMS,65,81.2
FULL WORDS,78,97.5
LENGTH,80,100.0
ABBREVIATIONS,4,33.3
ACRONYMS,1,8.3
