NAMING STYLE,195,100.0
GRAMMATICAL STRUCTURE,165,84.6
VERB PHRASE,83,42.6
DICTIONARY TERMS,167,85.6
FULL WORDS,191,97.9
LENGTH,195,100.0
ABBREVIATIONS,5,45.5
ACRONYMS,2,18.2
