NAMING STYLE,14181,89.2
GRAMMATICAL STRUCTURE,13845,87.1
VERB PHRASE,8928,56.2
DICTIONARY TERMS,14316,90.1
FULL WORDS,12154,76.5
LENGTH,15809,99.5
ABBREVIATIONS,43,35.0
ACRONYMS,5,4.1
