NAMING STYLE,9792,86.4
GRAMMATICAL STRUCTURE,9955,87.8
VERB PHRASE,6517,57.5
DICTIONARY TERMS,10098,89.1
FULL WORDS,10199,89.9
LENGTH,11299,99.6
ABBREVIATIONS,132,34.3
ACRONYMS,6,1.6
