NAMING STYLE,29970,17.6
GRAMMATICAL STRUCTURE,107043,62.8
VERB PHRASE,92671,54.4
DICTIONARY TERMS,126153,74.0
FULL WORDS,157143,92.2
LENGTH,170228,99.9
ABBREVIATIONS,447,19.0
ACRONYMS,30,1.3
