NAMING STYLE,4798,83.3
GRAMMATICAL STRUCTURE,5084,88.3
VERB PHRASE,2369,41.1
DICTIONARY TERMS,5142,89.3
FULL WORDS,4215,73.2
LENGTH,5711,99.1
ABBREVIATIONS,101,50.2
ACRONYMS,4,2.0
