NAMING STYLE,498,85.1
GRAMMATICAL STRUCTURE,471,80.5
VERB PHRASE,262,44.8
DICTIONARY TERMS,464,79.3
FULL WORDS,571,97.6
LENGTH,585,100.0
ABBREVIATIONS,15,19.5
ACRONYMS,1,1.3
