1,292
2,157
3,95
4,52
5,43
6,26
7,149
8,20
9,16
10,20
11,10
12,13
13,12
14,8
15,9
16,8
17,4
18,2
19,2
20,2
21,1
22,2
24,1
27,1
30,1
36,1
