1,139
2,1581
3,25
4,49
5,41
6,61
7,87
8,32
9,39
10,31
11,30
12,17
13,36
14,20
15,15
16,21
17,14
18,7
19,13
20,14
21,6
22,5
23,6
24,2
25,2
26,1
27,2
28,2
29,2
30,1
32,1
