NAMING STYLE,406,83.4
GRAMMATICAL STRUCTURE,426,87.5
VERB PHRASE,250,51.3
DICTIONARY TERMS,430,88.3
FULL WORDS,320,65.7
LENGTH,486,99.8
ABBREVIATIONS,8,32.0
ACRONYMS,1,4.0
